,Customer_ID,Name,Surname,Gender,Age,Region,Job_Classification,Date_Joined,Balance
140,100000141,Angela,Wright,Female,45,England,White Collar,2015-04-03,36584.21
141,100000142,Sam,Russell,Male,23,England,White Collar,2015-04-03,10249.56
142,100000143,Luke,Ball,Male,45,England,Other,2015-04-03,40379.31
143,100000144,Sean,Bell,Male,26,England,White Collar,2015-04-03,4539.24
144,100000145,Steven,Ball,Male,37,England,White Collar,2015-04-04,89120.92
145,100000146,Andrew,Gray,Male,41,England,White Collar,2015-04-05,51707.8
146,100000147,Jacob,Metcalfe,Male,33,England,White Collar,2015-04-05,4940.82
147,100000148,Madeleine,Ogden,Female,37,England,White Collar,2015-04-05,48405.93
148,100000149,Dylan,Davies,Male,33,England,White Collar,2015-04-05,32467.1
149,100000150,Michelle,Lee,Female,29,England,White Collar,2015-04-05,4020.51
150,100000151,Connor,Grant,Male,33,England,White Collar,2015-04-05,5160.27
151,100000152,Justin,Metcalfe,Male,32,England,White Collar,2015-04-05,51576.88
152,100000153,Elizabeth,Oliver,Female,36,England,White Collar,2015-04-05,57019.91
153,100000154,Kevin,Powell,Male,46,England,White Collar,2015-04-05,57365.32
154,100000155,Tim,Arnold,Male,33,England,Blue Collar,2015-04-05,1455.6
155,100000156,Charles,Roberts,Male,24,England,Other,2015-04-05,36256.2
156,100000157,Anthony,Cornish,Male,32,England,White Collar,2015-04-05,24927.39
157,100000158,Michael,Powell,Male,26,England,White Collar,2015-04-05,1009.69
158,100000159,Lucas,Lawrence,Male,30,England,White Collar,2015-04-05,21871.43
159,100000160,Alexander,Walker,Male,38,England,White Collar,2015-04-05,7602.94
160,100000161,Diana,Powell,Female,42,England,White Collar,2015-04-05,2337.0
161,100000162,Emma,Peters,Female,36,England,Other,2015-04-05,61541.83
162,100000163,Amanda,Morgan,Female,39,England,White Collar,2015-04-05,4120.66
163,200000164,Claire,Walsh,Female,59,Scotland,Other,2015-04-05,67524.87
164,200000165,Paul,Harris,Male,52,Scotland,Blue Collar,2015-04-05,4371.98
165,200000166,William,Mitchell,Male,51,Scotland,Blue Collar,2015-04-05,10229.63
166,300000167,Cameron,Ross,Male,24,Wales,Blue Collar,2015-04-05,19064.65
167,300000168,Pippa,Wilson,Female,30,Wales,White Collar,2015-04-05,30846.82
168,100000169,Blake,Mills,Male,39,England,Blue Collar,2015-04-06,71396.66
169,100000170,Natalie,Morrison,Female,32,England,Other,2015-04-06,3290.79
170,100000171,John,Hughes,Male,38,England,White Collar,2015-04-06,13181.22
171,100000172,Nicholas,Greene,Male,42,England,Blue Collar,2015-04-06,62923.29
172,100000173,Hannah,Thomson,Female,26,England,White Collar,2015-04-06,93353.93
173,100000174,Penelope,Glover,Female,31,England,White Collar,2015-04-06,46078.71
174,100000175,Max,Stewart,Male,31,England,White Collar,2015-04-06,15986.62
175,100000176,Wendy,Gill,Female,25,England,White Collar,2015-04-06,27384.85
176,100000177,Thomas,Bailey,Male,35,England,White Collar,2015-04-06,70349.32
177,100000178,Dan,Piper,Male,33,England,Blue Collar,2015-04-06,60748.04
178,100000179,Dan,Metcalfe,Male,24,England,Blue Collar,2015-04-06,52862.29
179,400000180,Eric,Bower,Male,29,Northern Ireland,Blue Collar,2015-04-06,20516.51
180,100000181,Mary,Watson,Female,32,England,White Collar,2015-04-07,99806.54
181,100000182,Austin,Ball,Male,36,England,White Collar,2015-04-07,21236.23
182,100000183,Christian,Piper,Male,31,England,White Collar,2015-04-07,115312.87
183,100000184,Peter,McGrath,Male,33,England,Other,2015-04-07,80564.87
184,100000185,Cameron,Short,Male,40,England,Other,2015-04-07,21351.4
185,200000186,Sue,Ellison,Female,51,Scotland,Other,2015-04-07,58953.83
186,100000187,Emma,Parr,Female,46,England,White Collar,2015-04-08,40685.39
187,100000188,Pippa,Mathis,Female,29,England,White Collar,2015-04-08,22659.88
188,100000189,Wendy,Morrison,Female,40,England,White Collar,2015-04-08,9431.04
189,100000190,Vanessa,Avery,Female,25,England,Other,2015-04-08,58714.66
190,200000191,Jason,Fisher,Male,51,Scotland,Blue Collar,2015-04-08,1239.6
191,100000192,Oliver,Blake,Male,39,England,White Collar,2015-04-09,48396.17
192,100000193,Jane,Wright,Female,44,England,Other,2015-04-10,12283.3
193,100000194,James,McGrath,Male,40,England,White Collar,2015-04-10,29331.41
194,100000195,Amanda,Young,Female,35,England,White Collar,2015-04-10,16390.11
195,100000196,Jennifer,Slater,Female,32,England,White Collar,2015-04-10,87203.66
196,100000197,Blake,Ross,Male,38,England,Blue Collar,2015-04-11,3141.6
197,100000198,Tim,North,Male,29,England,White Collar,2015-04-11,2299.26
198,100000199,Jasmine,Terry,Female,31,England,Blue Collar,2015-04-11,44162.06
199,100000200,Karen,Mackenzie,Female,47,England,White Collar,2015-04-11,90868.86
200,100000201,Oliver,Dickens,Male,34,England,Other,2015-04-12,37985.15
201,100000202,Fiona,Underwood,Female,37,England,White Collar,2015-04-12,54630.38
202,100000203,Yvonne,Arnold,Female,40,England,White Collar,2015-04-12,60648.52
203,100000204,Fiona,Vance,Female,26,England,White Collar,2015-04-12,18894.19
204,100000205,Anna,Lee,Female,25,England,Blue Collar,2015-04-12,79603.36
205,100000206,Wanda,Short,Female,36,England,White Collar,2015-04-12,109026.81
206,100000207,Blake,Berry,Male,41,England,White Collar,2015-04-12,73998.37
207,100000208,Phil,Lewis,Male,39,England,White Collar,2015-04-12,3734.24
208,100000209,Christian,Sharp,Male,39,England,Blue Collar,2015-04-12,23322.33
209,200000210,Blake,Rutherford,Male,44,Scotland,Blue Collar,2015-04-12,64482.16
210,100000211,Robert,Wright,Male,39,England,White Collar,2015-04-13,52505.16
211,100000212,Eric,North,Male,34,England,White Collar,2015-04-13,16569.82
212,100000213,Tracey,Grant,Female,29,England,Blue Collar,2015-04-13,21065.22
213,100000214,Faith,McDonald,Female,21,England,Other,2015-04-13,13487.9
214,100000215,Alan,Murray,Male,39,England,Blue Collar,2015-04-13,34338.84
215,100000216,Nathan,Turner,Male,38,England,White Collar,2015-04-13,48146.54
216,100000217,Carolyn,Hart,Female,28,England,White Collar,2015-04-13,27008.87
217,100000218,Theresa,Grant,Female,29,England,White Collar,2015-04-14,29907.72
218,100000219,Alexander,Ince,Male,25,England,White Collar,2015-04-14,31660.86
219,100000220,Maria,Simpson,Female,38,England,Other,2015-04-14,33509.17
220,100000221,Sally,Arnold,Female,45,England,Blue Collar,2015-04-14,2575.63
221,100000222,Jessica,Morrison,Female,33,England,White Collar,2015-04-14,4072.58
222,100000223,Lucas,Langdon,Male,32,England,White Collar,2015-04-14,15375.41
223,100000224,Christian,Baker,Male,43,England,White Collar,2015-04-14,18103.72
224,100000225,Piers,White,Male,31,England,White Collar,2015-04-14,63230.57
225,100000226,Gordon,Fraser,Male,40,England,White Collar,2015-04-14,9875.43
226,100000227,Connor,Gill,Male,29,England,Other,2015-04-15,106172.13
227,100000228,Virginia,Howard,Female,37,England,White Collar,2015-04-15,4611.5
228,100000229,Yvonne,Johnston,Female,36,England,White Collar,2015-04-15,42635.27
229,100000230,Dan,Terry,Male,42,England,White Collar,2015-04-15,51923.76
230,100000231,Audrey,McGrath,Female,45,England,White Collar,2015-04-15,39249.25
231,100000232,Trevor,King,Male,41,England,Blue Collar,2015-04-15,57762.79
232,100000233,Stewart,Pullman,Male,42,England,White Collar,2015-04-16,63869.71
233,100000234,Brian,Mackay,Male,42,England,White Collar,2015-04-16,10199.66
234,100000235,Jessica,James,Female,40,England,White Collar,2015-04-16,47518.92
235,100000236,Carol,Blake,Female,43,England,White Collar,2015-04-16,25542.15
236,100000237,Alison,Hudson,Female,43,England,White Collar,2015-04-16,23887.45
237,300000238,Dorothy,Miller,Female,27,Wales,Other,2015-04-16,39264.03
238,100000239,Natalie,Welch,Female,35,England,White Collar,2015-04-17,11880.47
239,100000240,John,Baker,Male,32,England,White Collar,2015-04-17,50658.95
240,100000241,Oliver,Powell,Male,43,England,White Collar,2015-04-17,14946.79
241,100000242,Amanda,Rees,Female,34,England,Blue Collar,2015-04-17,57148.41
242,100000243,Paul,Davies,Male,47,England,Blue Collar,2015-04-17,116144.95
243,100000244,Brian,Short,Male,39,England,White Collar,2015-04-17,45135.16
244,100000245,Matt,Graham,Male,31,England,White Collar,2015-04-17,9867.56
245,100000246,Justin,Paterson,Male,30,England,White Collar,2015-04-17,4442.71
246,100000247,Claire,Dickens,Female,33,England,White Collar,2015-04-17,14380.27
247,100000248,James,Miller,Male,37,England,White Collar,2015-04-17,4263.53
248,100000249,Brandon,Bower,Male,43,England,White Collar,2015-04-17,32667.33
249,100000250,Amelia,Mathis,Female,30,England,Blue Collar,2015-04-17,13407.54
250,100000251,Fiona,Jones,Female,33,England,White Collar,2015-04-17,57127.03
251,100000252,Nicholas,Lyman,Male,30,England,White Collar,2015-04-17,74588.31
252,100000253,Lauren,Ball,Female,29,England,White Collar,2015-04-17,41237.66
253,100000254,Stewart,Rees,Male,34,England,White Collar,2015-04-17,20276.52
254,100000255,Diane,Henderson,Female,36,England,Blue Collar,2015-04-17,20379.0
255,200000256,Julian,Peake,Male,46,Scotland,Blue Collar,2015-04-17,29487.25
256,200000257,Justin,Underwood,Male,36,Scotland,Blue Collar,2015-04-17,79483.58
257,200000258,Owen,McGrath,Male,54,Scotland,Other,2015-04-17,2112.92
258,200000259,Alison,Taylor,Female,50,Scotland,Other,2015-04-17,18160.49
259,200000260,Harry,Walsh,Male,45,Scotland,Blue Collar,2015-04-17,26059.74
260,200000261,Nathan,Howard,Male,47,Scotland,Blue Collar,2015-04-17,19177.31
261,200000262,Zoe,Clarkson,Female,59,Scotland,Other,2015-04-17,23550.89
262,200000263,Gabrielle,Marshall,Female,41,Scotland,Other,2015-04-17,87758.52
263,200000264,Lily,Davies,Female,48,Scotland,Other,2015-04-17,10577.52
264,200000265,Tim,Sanderson,Male,52,Scotland,Blue Collar,2015-04-17,45213.63
265,200000266,Karen,Oliver,Female,28,Scotland,Other,2015-04-17,13162.58
266,200000267,Luke,MacLeod,Male,55,Scotland,Other,2015-04-17,36993.45
267,300000268,James,Oliver,Male,28,Wales,Blue Collar,2015-04-17,67180.28
268,300000269,Gabrielle,Powell,Female,42,Wales,Other,2015-04-17,44094.63
269,300000270,Heather,Black,Female,63,Wales,Other,2015-04-17,27020.99
270,300000271,Carl,Abraham,Male,30,Wales,White Collar,2015-04-17,28912.8
271,400000272,Rose,Blake,Female,25,Northern Ireland,White Collar,2015-04-17,48997.63
272,100000273,Jake,Skinner,Male,41,England,White Collar,2015-04-18,41250.67
273,100000274,Rose,Russell,Female,34,England,Other,2015-04-18,111818.28
274,100000275,Victor,Avery,Male,42,England,White Collar,2015-04-19,10114.95
275,100000276,Brandon,Miller,Male,30,England,Blue Collar,2015-04-19,14034.12
276,100000277,Maria,Arnold,Female,37,England,White Collar,2015-04-19,57574.38
277,100000278,Irene,Vaughan,Female,30,England,Blue Collar,2015-04-19,71596.18
278,100000279,Blake,Alsop,Male,42,England,White Collar,2015-04-19,32187.62
279,100000280,Stephanie,Ogden,Female,31,England,Other,2015-04-19,717.13
280,100000281,Sam,Parsons,Male,37,England,Blue Collar,2015-04-19,103875.81
281,100000282,Theresa,Marshall,Female,29,England,White Collar,2015-04-20,70403.65
282,100000283,Stephanie,Smith,Female,34,England,White Collar,2015-04-20,12559.26
283,100000284,Lily,Hughes,Female,30,England,White Collar,2015-04-20,7136.47
284,100000285,Matt,Black,Male,34,England,White Collar,2015-04-21,51792.13
285,100000286,Ruth,Lambert,Female,31,England,Other,2015-04-21,96203.49
286,100000287,Peter,Lyman,Male,41,England,White Collar,2015-04-21,64731.46
287,100000288,Liam,King,Male,37,England,White Collar,2015-04-21,37857.0
288,100000289,Olivia,Peake,Female,32,England,White Collar,2015-04-22,51470.09
289,100000290,Joe,May,Male,40,England,White Collar,2015-04-22,70357.61
290,100000291,Wanda,Quinn,Female,21,England,White Collar,2015-04-22,5470.79
291,100000292,Karen,Glover,Female,40,England,White Collar,2015-04-22,25248.37
292,100000293,Nathan,Bond,Male,45,England,Other,2015-04-22,65116.98
293,100000294,Brandon,Morgan,Male,27,England,Other,2015-04-22,23668.42
294,200000295,Tim,Thomson,Male,45,Scotland,Blue Collar,2015-04-22,16423.75
295,100000296,Penelope,Clarkson,Female,31,England,White Collar,2015-04-23,50533.23
296,100000297,Sophie,Thomson,Female,33,England,White Collar,2015-04-23,152.91
297,100000298,Anna,James,Female,26,England,White Collar,2015-04-23,14758.38
298,100000299,Zoe,Johnston,Female,40,England,White Collar,2015-04-23,14730.54
299,200000300,Owen,Smith,Male,53,Scotland,Blue Collar,2015-04-23,64309.53
300,200000301,Joseph,Robertson,Male,41,Scotland,Blue Collar,2015-04-23,99190.79
301,300000302,William,Wilkins,Male,30,Wales,Blue Collar,2015-04-23,13597.9
302,100000303,Brian,Russell,Male,42,England,Blue Collar,2015-04-24,122903.78
303,100000304,Andrea,Jackson,Female,42,England,White Collar,2015-04-24,30474.69
304,100000305,Kevin,Springer,Male,29,England,White Collar,2015-04-24,8802.24
305,100000306,Phil,Grant,Male,32,England,White Collar,2015-04-24,60487.89
306,100000307,Adrian,Hill,Male,33,England,Blue Collar,2015-04-24,2457.4
307,100000308,John,Campbell,Male,43,England,White Collar,2015-04-24,33311.31
308,100000309,Alexander,Edmunds,Male,30,England,White Collar,2015-04-24,21296.27
309,100000310,Felicity,Hodges,Female,33,England,White Collar,2015-04-24,60876.78
310,100000311,Lucas,Avery,Male,30,England,Blue Collar,2015-04-25,26572.16
311,100000312,Blake,Hudson,Male,45,England,Blue Collar,2015-04-25,21150.98
312,100000313,Jessica,Piper,Female,40,England,White Collar,2015-04-26,65947.69
313,100000314,Nicola,Clarkson,Female,31,England,White Collar,2015-04-26,86849.17
314,100000315,Peter,Metcalfe,Male,27,England,Other,2015-04-26,7336.33
315,100000316,Mary,Carr,Female,37,England,White Collar,2015-04-26,5611.36
316,100000317,Liam,Stewart,Male,35,England,White Collar,2015-04-26,43790.83
317,100000318,Anna,MacLeod,Female,43,England,Blue Collar,2015-04-27,1537.23
318,100000319,John,Hemmings,Male,30,England,White Collar,2015-04-27,23015.54
319,100000320,Ryan,Morrison,Male,34,England,White Collar,2015-04-27,42984.36
320,100000321,Adam,Sharp,Male,43,England,Blue Collar,2015-04-27,67809.29
321,100000322,Alison,Lambert,Female,30,England,Other,2015-04-27,35117.34
322,100000323,Joanne,Fisher,Female,21,England,White Collar,2015-04-27,45045.19
323,100000324,David,Newman,Male,54,England,White Collar,2015-04-27,33113.21
324,100000325,Boris,Walker,Male,35,England,Other,2015-04-28,41080.73
325,100000326,Felicity,North,Female,42,England,White Collar,2015-04-28,71637.04
326,100000327,Dominic,Miller,Male,40,England,Other,2015-04-28,7463.59
327,100000328,Megan,Tucker,Female,34,England,White Collar,2015-04-28,2016.84
328,100000329,Deirdre,Coleman,Female,37,England,White Collar,2015-04-28,12405.07
329,100000330,Wendy,Turner,Female,31,England,White Collar,2015-04-28,19933.38
330,100000331,Jonathan,Manning,Male,44,England,White Collar,2015-04-28,50015.54
331,100000332,Carolyn,Churchill,Female,34,England,White Collar,2015-04-28,24709.89
332,200000333,David,Morrison,Male,54,Scotland,Blue Collar,2015-04-28,15859.07
333,100000334,Carolyn,Roberts,Female,33,England,White Collar,2015-04-29,41128.52
334,100000335,Karen,May,Female,42,England,Blue Collar,2015-04-29,7583.72
335,100000336,Tracey,Edmunds,Female,36,England,White Collar,2015-04-29,25132.97
336,100000337,Tracey,Langdon,Female,22,England,White Collar,2015-04-29,70526.58
337,100000338,Jake,Dyer,Male,42,England,White Collar,2015-04-29,31273.66
338,200000339,Theresa,Slater,Female,58,Scotland,Other,2015-04-29,33008.01
339,300000340,Rebecca,Nash,Female,20,Wales,White Collar,2015-04-29,1488.04
340,100000341,Jasmine,Greene,Female,29,England,White Collar,2015-04-30,4507.91
341,100000342,Christian,Jackson,Male,38,England,White Collar,2015-04-30,18433.59
342,100000343,Eric,Vance,Male,33,England,White Collar,2015-04-30,30907.61
343,100000344,Anna,Miller,Female,35,England,White Collar,2015-04-30,58807.73
344,100000345,Benjamin,Ince,Male,36,England,White Collar,2015-04-30,10174.7
345,100000346,Joseph,Buckland,Male,31,England,White Collar,2015-05-02,20570.41
346,200000347,Jake,Manning,Male,56,Scotland,Other,2015-05-02,70950.09
347,200000348,Brandon,Anderson,Male,51,Scotland,Other,2015-05-02,27842.09
